contract_id,category,budget_usd,compliance_history,urgency,contract_duration_days,num_line_items,lead_time_buffer_days,vendor_score,past_disputes,vendor_is_local,previous_contracts,region,delayed
CT-06799,Services,108449.34,53,High,45,4,5,7.5,1,0,5,LATAM,0
CT-04305,Networking,48020.89,89,Medium,90,8,57,7.0,0,1,5,Europe,0
CT-02978,Services,10998.62,48,High,180,7,59,6.1,3,1,8,Europe,0
CT-07668,Services,56155.85,53,High,30,10,55,7.5,0,1,10,Europe,1
CT-01674,Cloud License,224194.96,66,Low,270,11,52,7.7,1,0,15,Europe,0
CT-01477,Services,49305.75,62,Low,60,13,17,4.3,0,0,0,Europe,1
CT-02964,Cloud License,37199.89,89,Medium,45,10,38,6.6,1,1,14,LATAM,0
CT-05814,Software,22472.62,91,High,30,14,56,4.4,0,1,6,Asia,1
CT-06352,Networking,60207.17,53,Low,30,7,40,4.7,0,1,2,Europe,1
CT-02727,Hardware,8532.9,68,Critical,90,14,60,4.6,1,1,3,Europe,1
CT-06167,Software,455570.31,50,Low,180,3,29,5.6,0,0,8,Europe,0
CT-04590,Networking,17796.81,62,Medium,30,4,58,6.9,0,0,18,Asia,0
CT-05880,Software,65677.74,74,High,90,9,21,5.3,3,1,5,Asia,1
CT-07360,Software,117347.9,56,Medium,120,11,6,6.1,0,0,6,Asia,1
CT-05403,Networking,154848.38,88,High,180,2,45,6.5,1,0,20,Asia,0
CT-04015,Cloud License,25051.7,56,Medium,30,5,3,8.4,0,1,5,LATAM,0
CT-03804,Networking,51290.37,63,Medium,30,5,9,5.4,0,0,9,North America,0
CT-06317,Software,104566.98,61,High,365,12,21,7.8,0,0,3,Asia,0
CT-07720,Software,218383.13,100,High,90,5,58,6.2,1,1,0,Asia,1
CT-05539,Networking,41551.81,96,Critical,120,11,36,6.0,0,1,3,Europe,1
CT-01930,Networking,14915.69,57,Medium,270,6,51,8.5,0,0,4,LATAM,1
CT-04024,Software,104079.21,83,Low,30,13,58,6.7,0,0,19,Europe,0
CT-07658,Software,123616.89,78,High,60,5,50,8.0,1,1,18,Europe,0
CT-06105,Software,13140.71,41,Medium,45,1,38,5.8,0,1,14,LATAM,1
CT-06749,Services,126087.04,62,Critical,120,3,27,7.8,2,1,1,North America,1
CT-06281,Cloud License,29130.93,85,Medium,120,11,13,6.7,0,0,2,North America,0
CT-02669,Software,6192.47,77,High,270,9,58,2.0,1,1,8,Europe,0
CT-06351,Services,5988.01,62,High,60,7,10,7.4,1,0,0,Europe,0
CT-00067,Cloud License,9659.56,84,Medium,120,14,13,6.1,0,1,15,North America,0
CT-07514,Software,19009.08,43,High,45,14,25,4.2,0,0,11,North America,0
CT-02925,Services,27282.34,23,Low,30,2,7,6.9,0,1,12,Asia,0
CT-07252,Hardware,15969.47,72,High,30,14,47,6.6,0,1,20,Europe,0
CT-07572,Cloud License,39865.58,5,Medium,120,6,29,5.0,0,0,19,Europe,1
CT-00737,Hardware,32385.58,68,High,45,10,42,7.6,0,1,0,Asia,0
CT-01038,Hardware,23019.28,47,High,180,4,56,4.1,2,0,7,North America,0
CT-00595,Networking,44509.45,75,Low,60,7,25,7.5,0,0,6,Asia,1
CT-00120,Cloud License,20020.01,74,Medium,60,7,42,6.4,0,1,17,North America,0
CT-00822,Cloud License,170098.19,75,Critical,120,4,47,8.7,0,0,8,LATAM,0
CT-06427,Services,110675.96,61,Critical,270,15,39,8.4,1,1,14,LATAM,0
CT-06634,Hardware,111696.76,44,Low,120,13,37,7.9,0,0,4,LATAM,1
CT-06769,Software,500000,47,Low,30,9,9,6.2,0,1,1,Asia,0
CT-05055,Cloud License,181170.09,85,Critical,60,9,29,6.1,0,0,7,LATAM,0
CT-05706,Hardware,3661.36,31,Low,180,12,20,6.3,0,0,3,Europe,1
CT-05569,Services,47332.74,45,Medium,180,15,54,6.6,0,0,19,Asia,0
CT-05638,Software,185097.38,58,Critical,270,1,6,10.0,0,0,16,Europe,1
CT-05274,Hardware,235704.74,24,Medium,120,7,16,7.2,0,0,9,Europe,1
CT-06415,Cloud License,36049.76,72,Low,270,7,23,5.7,0,1,4,LATAM,1
CT-06384,Services,45801.69,72,Low,180,9,6,8.3,1,0,16,LATAM,1
CT-06668,Cloud License,221087.44,34,High,60,5,38,5.0,3,1,3,Europe,0
CT-03331,Software,27439.65,43,Critical,365,7,7,6.2,0,1,14,LATAM,1
CT-03012,Software,24713.82,67,Medium,90,14,24,3.4,2,1,6,Asia,0
CT-05062,Cloud License,66914.69,89,Low,45,2,51,4.3,2,1,14,North America,1
CT-00464,Software,22682.22,64,Low,120,10,60,5.9,3,0,18,Europe,1
CT-07205,Services,10534.66,91,High,270,10,8,7.4,0,0,20,LATAM,0
CT-06472,Cloud License,25699.38,56,Medium,60,4,59,6.1,1,1,15,Europe,0
CT-04688,Cloud License,57400.52,72,Low,270,4,46,6.1,0,0,9,Asia,0
CT-04078,Services,54302.56,35,Low,90,10,25,6.8,0,1,20,LATAM,0
CT-07248,Software,44102.04,70,Critical,45,15,14,5.7,2,0,18,Asia,1
CT-02822,Cloud License,114804.95,63,Medium,270,10,22,7.6,0,0,19,Europe,0
CT-06771,Networking,42690.79,70,Medium,45,12,42,4.2,3,0,9,LATAM,0
CT-00125,Software,45486.89,88,Critical,120,2,39,5.3,1,0,12,Europe,0
CT-02939,Software,118358.38,84,Critical,45,14,45,6.5,2,1,13,LATAM,1
CT-04449,Cloud License,16212.26,68,High,45,15,42,7.2,0,1,15,North America,0
CT-01080,Cloud License,7658.04,90,Medium,180,9,41,6.8,0,1,16,Europe,0
CT-02070,Networking,224741.18,69,Critical,90,10,46,7.8,1,1,19,North America,1
CT-03119,Software,157771.08,63,Low,120,3,11,6.3,3,0,18,LATAM,1
CT-03546,Networking,56515.3,97,Low,45,10,14,5.7,0,0,7,Europe,1
CT-05373,Hardware,50829.17,70,Medium,180,1,52,6.9,3,0,14,Asia,1
CT-04345,Hardware,80753.66,73,Low,30,15,53,6.8,0,1,0,North America,1
CT-07155,Cloud License,7637.25,74,High,120,1,18,8.6,0,1,10,Europe,0
CT-03966,Services,88152.17,47,Critical,365,1,43,6.3,1,0,14,Asia,1
CT-01462,Services,18566.05,78,Low,270,5,35,6.6,1,1,8,Europe,0
CT-00232,Hardware,50372.22,44,Critical,270,9,22,3.4,0,1,10,North America,1
CT-01363,Networking,95355.89,37,Medium,30,3,60,4.7,0,0,11,North America,1
CT-05775,Networking,51036.52,72,Medium,120,7,12,5.7,0,1,4,LATAM,0
CT-00028,Software,70260.02,87,Critical,30,5,21,7.3,1,0,14,Asia,1
CT-07102,Networking,6700.21,100,Critical,180,10,59,1.6,0,1,12,Europe,0
CT-07198,Hardware,32710.51,81,Low,180,7,52,6.3,0,1,20,Asia,0
CT-02629,Hardware,26914.41,74,Critical,90,6,59,8.6,0,0,2,Asia,0
CT-00763,Software,23123.74,57,Medium,90,5,59,7.7,0,1,8,Europe,0
CT-06735,Cloud License,12581.62,59,Medium,365,14,40,7.3,0,0,6,Europe,0
CT-02609,Hardware,35548.54,42,High,60,1,15,7.3,0,0,6,North America,0
CT-02528,Software,17680.91,56,Critical,180,4,60,6.4,1,1,11,North America,0
CT-06850,Networking,45462.65,76,Medium,30,12,21,7.8,1,0,2,Europe,1
CT-07989,Hardware,192703.24,49,Critical,30,3,5,5.0,2,1,10,North America,1
CT-01676,Services,120670.81,91,Medium,180,11,38,8.9,2,1,6,Europe,1
CT-05575,Networking,20212.7,84,Medium,45,2,59,6.6,0,0,13,Europe,0
CT-05579,Networking,102253.32,55,Critical,45,3,7,7.2,3,0,1,LATAM,1
CT-01058,Software,53711.31,100,Critical,270,2,6,10.0,0,0,2,North America,0
CT-06638,Services,2267.33,96,High,365,7,32,4.8,0,1,10,Asia,0
CT-01802,Services,71585.71,75,Critical,90,14,12,1.9,0,0,18,North America,0
CT-01255,Software,108462.57,61,Medium,60,13,10,4.8,0,1,10,LATAM,1
CT-07853,Software,33649.37,73,Low,270,2,49,6.5,1,0,12,LATAM,0
CT-00839,Hardware,11223.34,30,Critical,365,13,21,4.6,0,0,19,Europe,1
CT-05968,Software,64296.23,52,Low,90,14,40,6.6,0,0,1,Europe,1
CT-00049,Services,15130.03,72,Low,365,5,5,8.0,0,1,14,North America,1
CT-06434,Software,97530.8,65,Critical,60,14,6,4.5,0,0,1,North America,1
CT-03249,Cloud License,37834.83,74,Critical,270,13,37,6.8,0,1,7,Asia,0
CT-06577,Services,37646.37,78,Medium,90,14,20,7.3,0,0,11,Asia,0
CT-03162,Cloud License,21175.62,53,Critical,120,10,48,3.6,1,1,7,Asia,0
CT-03960,Software,109674.52,52,Low,45,2,57,2.3,0,0,10,Asia,1
CT-05980,Cloud License,24369.2,84,Critical,270,2,9,6.6,0,1,6,North America,0
CT-00224,Networking,81779.76,48,Critical,365,10,31,8.1,0,0,5,LATAM,1
CT-02119,Services,20525.66,92,Critical,60,2,58,10.0,3,1,20,LATAM,0
CT-05855,Software,62527.25,71,Low,120,6,26,6.7,0,1,2,Europe,0
CT-07914,Networking,60335.91,50,Critical,45,14,45,8.6,0,0,20,Asia,1
CT-02992,Cloud License,107775.03,61,Medium,45,12,28,4.9,0,1,1,North America,0
CT-06356,Networking,227201.19,50,Critical,365,9,56,7.3,0,1,17,Asia,0
CT-05273,Software,65065.56,35,High,60,7,20,5.7,1,1,20,Asia,0
CT-04055,Networking,76411.54,54,Critical,180,10,55,9.9,1,0,19,Europe,0
CT-02335,Software,61907.51,49,Medium,365,15,24,4.9,0,0,13,Europe,0
CT-06021,Hardware,113501.79,100,Low,270,5,31,7.5,1,0,12,LATAM,1
CT-07343,Networking,14711.7,92,High,365,12,16,5.8,0,0,1,North America,1
CT-02259,Software,6865.48,47,Medium,45,2,53,5.1,0,0,14,LATAM,0
CT-00930,Networking,19183.43,80,Low,45,2,19,5.6,2,1,0,North America,0
CT-01421,Services,5092.27,54,Medium,30,9,57,9.0,0,1,14,North America,0
CT-04128,Cloud License,40632.56,72,High,120,5,45,5.0,1,1,1,Asia,0
CT-01612,Networking,12726.25,67,Low,60,10,11,6.7,0,0,5,Asia,0
CT-01354,Software,196523.18,49,Critical,120,9,30,5.9,0,0,7,North America,1
CT-06957,Hardware,200150.2,39,Critical,270,11,36,4.9,0,0,19,North America,1
CT-05447,Networking,104413.42,47,Critical,90,7,50,6.6,0,0,6,North America,0
CT-03718,Services,98917.09,54,Low,90,2,11,7.7,2,1,7,Asia,1
CT-06199,Cloud License,164021.9,77,High,180,7,49,7.7,0,1,4,Asia,0
CT-03477,Services,8038.11,69,Medium,90,7,31,6.3,1,0,2,Asia,1
CT-02747,Hardware,18599.95,50,Critical,365,10,31,4.4,0,0,17,North America,1
CT-00645,Hardware,196340.95,37,Low,30,11,21,5.8,2,0,14,LATAM,1
CT-04525,Networking,161199.28,70,Low,365,9,9,8.5,0,0,9,North America,1
CT-06705,Cloud License,116763.0,61,Critical,270,3,36,5.5,0,1,16,LATAM,0
CT-04475,Cloud License,90089.78,43,Low,45,14,17,4.6,0,0,8,LATAM,0
CT-06886,Hardware,107364.65,90,High,365,5,55,7.0,0,1,20,LATAM,1
CT-06208,Cloud License,16992.85,52,High,60,4,22,6.2,0,1,8,Europe,0
CT-07929,Cloud License,6211.31,56,High,270,14,32,5.1,0,0,14,LATAM,0
CT-01700,Software,104565.01,59,Medium,90,11,49,9.2,0,0,20,Europe,0
CT-03635,Networking,73734.79,59,Medium,120,15,7,5.4,1,0,18,LATAM,0
CT-01268,Networking,31339.23,76,High,120,15,35,6.3,0,0,6,Asia,0
CT-03996,Hardware,65421.89,100,High,45,4,30,4.6,1,0,9,Asia,0
CT-01230,Cloud License,14717.13,55,Medium,180,14,60,8.2,2,0,4,Europe,0
CT-04306,Software,37116.43,69,Critical,180,5,27,6.0,0,1,0,LATAM,0
CT-07007,Hardware,126209.65,80,High,365,2,55,6.5,0,1,11,LATAM,0
CT-02282,Services,7269.81,60,High,90,9,8,10.0,0,1,4,LATAM,0
CT-01416,Services,9531.9,62,High,365,13,24,6.5,2,1,19,LATAM,1
CT-01139,Services,40318.62,63,Low,45,13,36,4.4,0,0,17,Asia,1
CT-00086,Software,500000,74,High,60,4,9,7.2,1,1,20,Europe,1
CT-04573,Software,71472.21,39,Medium,365,7,48,5.9,0,1,6,North America,1
CT-06407,Cloud License,73333.01,75,High,30,15,55,9.6,2,0,17,Europe,0
CT-04813,Software,39871.1,36,Low,120,15,54,1.6,2,1,15,Europe,0
CT-07473,Networking,5904.46,83,Medium,270,1,42,8.6,0,0,6,Europe,0
CT-06678,Cloud License,54413.5,38,High,60,15,35,6.1,0,0,10,Europe,0
CT-04686,Services,5985.29,48,Low,120,9,33,7.0,1,1,16,Europe,0
CT-03762,Hardware,14560.63,51,Low,270,9,14,5.6,0,1,8,LATAM,1
CT-04868,Software,205960.24,61,Medium,90,14,49,6.3,0,0,9,Europe,0
CT-04729,Services,132930.28,72,Critical,45,3,12,8.7,0,1,10,Europe,1
CT-01832,Services,90778.63,61,High,365,12,54,6.7,0,0,0,LATAM,0
CT-00744,Services,18345.3,69,High,365,10,18,8.1,1,0,18,North America,0
CT-02811,Software,15711.79,70,Critical,90,3,20,7.9,0,1,3,North America,0
CT-04567,Cloud License,18267.61,64,Critical,45,5,60,8.3,0,0,11,Asia,0
CT-06906,Networking,11091.34,42,Critical,365,9,52,7.9,0,1,18,LATAM,1
CT-02997,Cloud License,60944.73,65,Medium,90,10,39,4.2,1,0,12,Europe,0
CT-04679,Hardware,88623.92,62,Low,30,13,11,6.6,0,1,18,Europe,0
CT-03899,Cloud License,19439.51,47,Critical,30,7,26,7.9,1,1,2,North America,0
CT-05657,Software,13341.61,63,Medium,30,2,32,8.0,0,1,14,Europe,0
CT-07828,Services,74158.62,63,High,365,12,36,7.0,1,1,17,North America,0
CT-03339,Software,104046.0,93,Critical,365,2,14,8.6,0,1,6,Europe,0
CT-02680,Services,328358.43,82,High,120,7,24,8.6,0,0,18,LATAM,1
CT-02895,Networking,54905.85,46,High,120,2,18,5.5,1,0,8,Europe,0
CT-00648,Software,74184.17,100,Critical,30,13,39,2.7,0,1,12,North America,0
CT-01543,Services,142079.19,63,Critical,180,14,6,2.3,0,0,14,LATAM,1
CT-01485,Services,37918.0,40,Medium,30,6,13,6.0,1,0,3,LATAM,1
CT-06432,Cloud License,28758.21,83,Medium,45,14,47,6.1,1,1,13,LATAM,0
CT-05054,Cloud License,13858.15,72,Low,60,7,38,6.9,0,1,9,LATAM,0
CT-05735,Networking,62755.79,41,High,180,7,42,7.7,0,0,15,North America,1
CT-07278,Services,29064.28,42,Critical,120,2,58,4.1,0,1,11,Europe,1
CT-07492,Software,123652.78,77,Low,45,2,15,8.5,1,1,8,Asia,1
CT-07561,Hardware,35058.8,74,High,180,8,23,8.0,0,1,15,Europe,1
CT-06321,Services,5531.29,59,Medium,120,15,38,4.3,0,0,5,North America,0
CT-00126,Services,95566.56,21,Low,120,15,38,6.2,1,1,7,Europe,1
CT-02053,Networking,183890.21,81,Medium,90,8,36,6.3,1,0,16,LATAM,0
CT-06390,Cloud License,72812.8,82,Critical,120,2,25,7.9,2,1,16,Europe,0
CT-02407,Hardware,145853.59,51,Critical,45,6,43,7.5,3,1,9,North America,1
CT-06635,Cloud License,9606.34,94,Critical,180,11,19,8.8,0,0,2,LATAM,1
CT-04104,Services,5396.67,78,Low,60,12,38,6.1,0,0,16,Europe,0
CT-07380,Networking,43448.86,81,High,270,4,38,7.8,0,1,16,North America,0
CT-02582,Software,55522.51,47,Low,90,9,31,7.2,0,1,16,North America,0
CT-06750,Networking,46282.73,67,Low,180,7,49,6.8,0,0,0,Asia,0
CT-04549,Hardware,183454.93,47,Low,120,5,36,8.0,0,0,7,Europe,0
CT-00421,Networking,82675.13,59,Critical,30,14,19,5.6,0,0,10,Europe,1
CT-02221,Hardware,317876.24,68,Low,180,2,28,6.4,0,0,8,Asia,0
CT-06179,Hardware,19747.07,52,Critical,90,1,57,7.4,0,0,18,Europe,1
CT-04503,Networking,24210.94,70,High,365,12,6,6.3,1,0,12,Europe,0
CT-04536,Hardware,94074.11,43,Critical,180,10,24,5.2,2,1,17,LATAM,1
CT-00712,Software,58220.2,89,High,120,6,20,4.8,1,1,3,Europe,0
CT-03644,Cloud License,303366.52,54,Low,45,6,52,4.1,2,0,9,LATAM,1
CT-00415,Networking,25241.15,78,Medium,45,9,28,4.3,0,0,19,Europe,0
CT-00161,Cloud License,151954.32,73,High,30,12,32,6.5,2,0,9,LATAM,0
CT-00001,Hardware,27158.32,86,Low,45,10,30,8.3,0,0,7,Europe,1
CT-00288,Cloud License,8350.49,73,Critical,120,4,5,7.0,1,1,1,LATAM,0
CT-04488,Networking,320302.92,80,High,120,6,10,2.7,0,0,7,LATAM,1
CT-02483,Services,41087.46,37,High,365,2,34,5.4,2,1,0,Europe,1
CT-00663,Hardware,104955.08,89,Critical,45,14,26,2.7,2,0,7,Europe,1
CT-02066,Networking,69279.01,48,Critical,60,9,38,7.2,0,1,19,Europe,0
CT-07835,Hardware,11437.55,58,Medium,180,8,53,9.1,0,1,14,Asia,1
CT-02989,Software,402260.71,90,Medium,120,6,23,7.5,1,0,3,North America,0
CT-01049,Networking,14770.31,42,Medium,30,2,45,8.6,0,1,0,Asia,0
CT-03797,Hardware,464019.77,79,Critical,270,11,37,7.6,0,0,13,Asia,1
CT-03281,Services,31991.24,97,Critical,30,12,4,7.9,0,0,9,Europe,0
CT-04304,Cloud License,7526.09,47,High,30,14,17,6.2,0,0,3,LATAM,0
CT-04110,Services,80458.17,26,Low,120,1,20,8.1,0,0,13,Asia,0
CT-01855,Hardware,5620.45,73,High,60,7,11,4.4,0,0,17,North America,1
CT-00933,Networking,2264.42,57,Low,270,12,24,5.9,0,1,1,LATAM,0
CT-01663,Software,45735.31,79,Critical,45,7,54,4.5,0,0,3,North America,0
CT-02297,Services,30011.19,62,High,270,8,44,5.9,0,0,2,Asia,0
CT-07745,Software,22916.7,50,Medium,180,6,48,3.3,0,0,20,Europe,0
CT-02058,Cloud License,35122.64,99,Medium,120,13,51,8.2,0,0,10,North America,0
CT-07513,Hardware,9226.71,88,Critical,45,2,45,8.4,1,1,19,Asia,0
CT-04300,Cloud License,49982.13,57,Low,270,10,40,9.9,0,0,17,Europe,1
CT-00283,Software,5925.18,49,High,30,12,50,6.1,1,1,3,Asia,1
CT-06473,Hardware,58029.82,47,Critical,365,3,41,7.6,0,0,8,North America,1
CT-03354,Software,15101.73,67,Critical,60,5,38,5.8,0,0,17,LATAM,1
CT-00587,Services,29828.01,75,Medium,45,13,10,6.3,0,1,9,North America,1
CT-05318,Hardware,40345.48,59,Low,45,9,50,9.5,0,1,12,Europe,0
CT-06774,Hardware,200720.26,80,Medium,60,5,38,5.2,2,1,11,Asia,1
CT-00951,Cloud License,31972.35,84,Critical,30,1,57,8.6,0,0,17,Asia,0
CT-00048,Networking,41646.59,83,Medium,270,5,39,4.7,1,1,6,Asia,0
CT-03393,Networking,2092.33,53,High,90,9,34,5.2,2,0,1,LATAM,1
CT-04953,Networking,9754.21,75,Critical,45,5,7,3.7,0,0,12,LATAM,1
CT-06035,Services,27011.46,62,Low,45,13,32,5.8,2,1,6,Asia,1
CT-05240,Networking,10315.23,46,Low,60,5,13,7.0,0,0,16,North America,0
CT-05015,Cloud License,100347.48,49,Critical,90,10,50,3.9,1,1,13,LATAM,1
CT-02518,Cloud License,53175.14,34,High,90,1,49,10.0,0,0,18,LATAM,0
CT-06333,Hardware,29650.17,55,Medium,365,14,46,4.9,3,1,15,North America,0
CT-03283,Cloud License,163613.82,92,Medium,180,13,33,5.8,1,0,20,North America,0
CT-04568,Hardware,86983.01,66,Medium,90,6,13,7.1,0,1,14,Asia,0
CT-07063,Cloud License,23038.67,38,Low,60,1,18,4.6,2,0,6,Asia,1
CT-02366,Networking,357992.2,69,Low,180,1,14,5.9,0,1,20,LATAM,0
CT-03623,Cloud License,45602.13,53,High,60,9,39,8.7,0,0,2,Asia,0
CT-01939,Networking,50737.78,88,Low,120,4,25,6.2,2,1,9,Europe,0
CT-00586,Cloud License,177939.59,50,Critical,120,2,37,8.2,0,1,11,LATAM,0
CT-03853,Hardware,45217.13,59,Critical,60,1,4,6.0,1,0,13,Asia,1
CT-05856,Software,20470.24,93,Medium,30,10,60,5.6,1,1,1,Asia,0
CT-00649,Networking,7404.46,68,Medium,270,14,51,7.1,1,0,17,Asia,1
CT-01539,Hardware,62752.55,66,Low,60,7,38,4.1,1,0,8,Asia,0
CT-07247,Hardware,358095.42,58,High,270,13,3,5.7,2,1,18,Asia,1
CT-02010,Hardware,48139.59,52,Medium,365,2,23,8.0,0,1,14,Asia,0
CT-06468,Software,184889.34,57,High,270,1,4,7.9,1,0,13,LATAM,1
CT-02057,Software,42738.87,24,Low,30,4,11,3.3,1,0,8,North America,1
CT-01634,Networking,89690.38,69,High,60,12,37,4.8,1,0,6,Europe,1
CT-07040,Services,19678.23,55,High,270,9,17,9.7,2,0,4,Asia,1
CT-00180,Services,13505.05,61,Medium,45,6,45,7.4,0,0,7,Europe,0
CT-06107,Services,61646.68,53,Critical,270,13,35,7.8,0,1,12,North America,1
CT-01471,Services,175305.39,88,Critical,30,9,14,6.0,0,1,0,Europe,0
CT-00536,Hardware,27987.51,92,Medium,45,8,6,6.3,0,1,12,North America,1
CT-01703,Software,98692.57,55,High,90,8,3,6.0,0,0,3,Europe,1
CT-06493,Networking,56144.4,87,Medium,60,12,30,7.8,0,0,14,Europe,0
CT-07459,Software,66676.94,80,Critical,270,5,57,5.1,1,0,15,North America,0
CT-07223,Services,28168.81,73,Medium,365,10,7,7.0,0,1,10,Asia,0
CT-04474,Software,9570.36,88,Medium,45,15,31,6.3,0,1,18,Asia,0
CT-01025,Networking,38838.88,78,Low,30,13,3,6.4,1,1,0,Europe,1
CT-04043,Services,68563.18,72,Low,30,11,46,6.3,0,1,0,North America,1
CT-06890,Services,7951.02,71,Low,90,2,27,8.4,0,0,1,Asia,0
CT-07231,Services,221106.9,64,Medium,180,8,56,7.2,1,1,18,North America,0
CT-02072,Hardware,215602.52,64,Medium,270,4,46,6.5,1,1,14,Asia,1
CT-02906,Hardware,7095.64,70,Medium,30,5,60,10.0,1,0,8,North America,0
CT-00574,Software,98127.42,97,Critical,180,3,55,5.8,2,0,1,Europe,0
CT-03224,Hardware,90496.34,62,Low,365,10,23,9.5,0,0,7,LATAM,1
CT-05464,Software,33815.49,85,Low,90,4,36,4.3,0,1,20,North America,0
CT-04423,Hardware,204926.17,40,Medium,90,11,11,10.0,1,0,5,Europe,1
CT-03317,Services,17897.02,58,Low,270,14,43,5.0,3,0,14,North America,1
CT-03319,Networking,31161.32,63,Critical,45,6,7,5.9,0,1,12,Asia,0
CT-04046,Hardware,80393.85,51,High,60,14,7,5.6,0,1,17,Europe,1
CT-04791,Cloud License,327854.79,63,Critical,120,12,31,6.1,0,0,19,Europe,1
CT-06270,Services,65522.17,57,Critical,45,3,38,6.5,0,0,5,Asia,0
CT-07574,Hardware,72518.14,53,Critical,180,10,31,8.3,3,0,0,Europe,1
CT-01804,Software,211639.22,56,Medium,120,8,3,5.9,0,1,14,North America,1
CT-01417,Hardware,17466.87,69,Low,120,10,26,8.5,0,0,0,North America,0
CT-05823,Services,25866.42,78,High,30,12,20,7.4,0,1,2,North America,1
CT-04309,Hardware,13408.49,92,Low,120,4,51,7.4,0,0,20,Asia,1
CT-04103,Services,12351.68,60,Low,365,5,54,9.9,0,0,1,Asia,0
CT-05164,Hardware,41287.07,80,Low,60,1,7,5.0,0,0,12,North America,1
CT-00379,Cloud License,9012.48,72,Critical,120,13,9,5.2,0,1,14,Europe,0
CT-04155,Software,59982.05,67,Medium,45,4,5,5.1,1,1,0,LATAM,0
CT-02917,Software,44622.92,97,Low,90,10,4,6.8,1,0,8,Europe,1
CT-03030,Hardware,49918.09,77,Critical,60,1,31,8.3,0,1,10,North America,0
CT-07824,Services,54338.88,84,Low,180,14,50,7.0,0,0,6,North America,0
CT-05530,Cloud License,22909.95,58,Low,120,9,59,7.7,0,0,5,North America,0
CT-02933,Software,153632.49,37,Critical,120,13,34,5.0,2,1,0,Asia,1
CT-04174,Services,140362.51,27,High,90,3,42,5.4,0,0,9,Europe,1
CT-01452,Services,65081.58,61,Critical,120,4,38,9.0,0,1,1,North America,0
CT-00418,Services,11909.6,100,Low,120,7,14,3.8,1,0,5,Asia,0
CT-05385,Software,52098.17,65,Medium,90,7,58,5.4,0,1,16,Europe,0
CT-03593,Hardware,8886.91,51,Low,120,4,13,6.1,0,1,18,LATAM,0
CT-03856,Cloud License,137797.93,76,High,270,5,57,5.2,1,1,5,Asia,0
CT-05924,Services,3895.42,90,Medium,120,8,3,6.9,0,1,12,Asia,1
CT-07856,Services,403600.61,5,Medium,90,15,60,8.2,0,0,20,North America,1
CT-05150,Hardware,6272.13,68,Critical,365,10,58,6.0,1,0,18,LATAM,0
CT-05235,Software,34990.25,83,Critical,60,7,53,7.9,1,0,18,Europe,1
CT-00820,Software,42698.12,72,Medium,270,10,55,9.9,0,1,16,Europe,1
CT-04674,Cloud License,143145.18,44,Medium,90,5,45,4.6,1,0,14,Europe,0
CT-00197,Services,30104.39,71,High,45,3,9,9.5,0,0,13,Asia,0
CT-04927,Services,39503.83,54,Medium,30,11,43,8.3,2,0,11,North America,1
CT-02696,Hardware,61389.04,69,Medium,45,11,12,7.6,0,1,1,Asia,0
CT-01164,Hardware,8935.71,75,Critical,120,4,26,5.9,0,1,17,Asia,1
CT-06664,Cloud License,105223.35,60,Medium,180,13,29,8.0,0,1,12,Asia,0
CT-03127,Cloud License,38395.68,55,High,365,15,18,9.2,1,0,20,Asia,0
CT-03931,Cloud License,51954.57,84,High,180,13,59,8.0,0,1,5,LATAM,0
CT-00444,Networking,127489.51,42,Medium,270,15,39,6.4,0,0,7,Asia,1
CT-04140,Cloud License,457734.87,75,Medium,30,8,7,7.3,0,0,4,LATAM,0
CT-04704,Software,20948.94,85,Medium,45,8,44,2.0,3,0,2,Europe,0
CT-00469,Cloud License,62616.38,63,Critical,60,7,43,3.2,0,0,10,Europe,0
CT-06643,Networking,222329.2,92,Low,365,5,3,5.9,0,1,4,Asia,1
CT-00282,Cloud License,500000,28,Critical,270,4,54,3.4,0,1,18,Europe,1
CT-00322,Networking,315330.18,61,Critical,180,14,26,4.3,1,0,7,Europe,1
CT-04632,Cloud License,48502.79,47,Critical,120,3,40,6.8,0,1,1,Asia,0
CT-00261,Services,93635.74,82,Medium,90,1,46,5.1,2,0,3,Asia,1
CT-00997,Hardware,44234.06,33,Low,45,10,54,5.5,0,1,10,North America,1
CT-04619,Hardware,13062.38,56,High,90,3,45,9.8,0,1,19,Asia,1
CT-02681,Services,88099.85,63,Critical,365,7,54,8.3,0,1,6,LATAM,1
CT-07346,Cloud License,39122.42,77,Medium,30,15,42,8.4,1,1,2,North America,0
CT-00353,Hardware,15287.96,59,Low,60,4,24,6.2,1,1,15,Europe,0
CT-04617,Hardware,28686.24,56,High,120,1,59,4.8,1,1,14,Europe,0
CT-00523,Services,129133.23,66,Medium,120,15,9,7.6,0,1,12,Europe,1
CT-00579,Cloud License,428452.09,58,Low,180,1,10,9.1,0,0,20,Asia,1
CT-07793,Networking,59519.07,38,Low,365,8,54,5.8,1,1,11,LATAM,1
CT-04129,Networking,11125.89,56,High,30,3,13,7.0,1,1,10,Asia,1
CT-01908,Cloud License,19196.51,40,Critical,45,12,42,3.1,0,1,6,Europe,0
CT-06613,Networking,40278.31,57,Low,365,2,7,4.8,0,0,17,North America,1
CT-07650,Software,23874.23,76,Medium,45,14,3,5.0,2,0,5,Asia,1
CT-00545,Services,11675.39,78,Medium,90,11,45,6.4,0,1,3,North America,1
